"brand_name","model_name","bkl_type"
"SAMSUNG","LE26R84B","CCFL"
"SAMSUNG","LE26R84BX","CCFL"
"SAMSUNG","LE32R84B","CCFL"
"SAMSUNG","LE32R84BX","CCFL"
"SAMSUNG","LE37R84B","CCFL"
"SAMSUNG","LE40R84B","CCFL"
"SAMSUNG","LE40R84BX","CCFL"
"SAMSUNG","PS50P96FD",NULL
"SAMSUNG","PS50P96FDX",NULL
"SAMSUNG","LE40R89BD","CCFL"
"SAMSUNG","LE40R89BDX/XEC","CCFL"
"SAMSUNG","LE32S62B","CCFL"
"SAMSUNG","LE32S62BDX","CCFL"
"SAMSUNG","LE37S62B","CCFL"
"SAMSUNG","SyncMaster 913V","CCFL"
"SAMSUNG","MJ19ESKSB/EDC","CCFL"
"SAMSUNG","SyncMaster 913N","CCFL"
"SAMSUNG","SyncMaster 910T","CCFL"
"SAMSUNG","SyncMaster 721S","CCFL"
"SAMSUNG","SyncMaster 713N","CCFL"
"SAMSUNG","SyncMaster 710T","CCFL"
"SAMSUNG","MJ17ASKS/EDC","CCFL"
"SAMSUNG","LE23R87BD","CCFL"
"SAMSUNG","LE23R87BDX","CCFL"
"SAMSUNG","LE26R89BD","CCFL"
"SAMSUNG","LE26R89BDX/XEC","CCFL"
"SAMSUNG","LE32R89BD","CCFL"
"SAMSUNG","LE32R89BDX/XEC","CCFL"
"SAMSUNG","LE37R89BD","CCFL"
"SAMSUNG","LE37R89BDX/XEC","CCFL"
"SAMSUNG","UE48J5000AWXXH ","LED"
"SAMSUNG","LT27C370EW/EN","LED"
"SAMSUNG","T27C370EW","LED"
"SAMSUNG","LS32BEPNS/EDC","CCFL"
"SAMSUNG","SyncMaster 320P","CCFL"
"SAMSUNG","SyncMaster 740T","CCFL"
"SAMSUNG","UE55JU6670SXXN","LED"
"SAMSUNG","UE49KS7000","LED"
"SAMSUNG","SyncMaster 225MW","CCFL"
"SAMSUNG","LS22CRASB/EDC","CCFL"
"SAMSUNG","UE 49KS7000 UXZF","LED"
"SAMSUNG","UE49KS7000UXZF","LED"
"SAMSUNG","PS50C7HD",NULL
"SAMSUNG","UE49KU6640","LED"
"SAMSUNG","UE 49KU6640 UXZF","LED"
"SAMSUNG","LS27C590HS/EN","LED"
"SAMSUNG","SyncMaster 941MG","CCFL"
"SAMSUNG","LS19DOVSSK/EDC","CCFL"
"SAMSUNG","S27C590HS","LED"
"SAMSUNG","S27C590H","LED"
"SAMSUNG","LS22C65KKC/EN","LED"
"SAMSUNG","SyncMaster 940MG","CCFL"
"SAMSUNG","LS19DOCSSK/EDC","CCFL"
"SAMSUNG","S22C650K","LED"
"SAMSUNG","UE49KU6640UXZF","LED"
"SAMSUNG","UE65KU6680","LED"
"SAMSUNG","UE 65KU6680 UXZF","LED"
"SAMSUNG","UE65KU6680UXZF","LED"
"SAMSUNG","UE55KU6000","LED"
"SAMSUNG","PS63P76FD",NULL
"SAMSUNG","PS63P76FDX",NULL
"SAMSUNG","LE26R87BD","CCFL"
"SAMSUNG","LE26R87BDX","CCFL"
"SAMSUNG","LE32R87BD","CCFL"
"SAMSUNG","LE32R87BDX","CCFL"
"SAMSUNG","LE37R87BD","CCFL"
"SAMSUNG","LE37R87BDX","CCFL"
"SAMSUNG","LE40R87BD","CCFL"
"SAMSUNG","LE40R87BDX","CCFL"
"SAMSUNG","PS42Q97HD",NULL
"SAMSUNG","PS42Q97HDX",NULL
"SAMSUNG","PS50Q97HD",NULL
"SAMSUNG","PS50Q97HDX",NULL
"SAMSUNG","LE32S67BD","CCFL"
"SAMSUNG","LE32S67BDX","CCFL"
"SAMSUNG","LE40N87BD","CCFL"
"SAMSUNG","LE40N87BDX/XEC","CCFL"
"SAMSUNG","UE 55KU6000 KXZF","LED"
"SAMSUNG","UE55KU6000KXZF","LED"
"SAMSUNG","LE46N87BD","CCFL"
"SAMSUNG","LE46N87BDX","CCFL"
"SAMSUNG","UE40J5000AWXBT","LED"
"SAMSUNG","UE40KU6000","LED"
"SAMSUNG","UE 40KU6000 KXZF","LED"
"SAMSUNG","LT28C570EW/EN","LED"
"SAMSUNG","T28C570EW","LED"
"SAMSUNG","LE19R86WD","CCFL"
"SAMSUNG","LE19R86WDX","CCFL"
"SAMSUNG","LE19R86BD","CCFL"
"SAMSUNG","LE19R86BDX","CCFL"
"SAMSUNG","SyncMaster 932MW","CCFL"
"SAMSUNG","LS19PMASF/EDC","CCFL"
"SAMSUNG","SyncMaster 2032MW","CCFL"
"SAMSUNG","LS20PMASF/EDC","CCFL"
"SAMSUNG","LE40S67BD","CCFL"
"SAMSUNG","LE40S67BDX","CCFL"
"SAMSUNG","LE37S67BD","CCFL"
"SAMSUNG","LE37S67BDX","CCFL"
"SAMSUNG","SyncMaster 941MW","CCFL"
"SAMSUNG","LS19DOVSS/EDC","CCFL"
"SAMSUNG","LS23B350TS/EN","LED"
"SAMSUNG","S23B350T","LED"
"SAMSUNG","UE40KU6000KXZF","LED"
"SAMSUNG","LE52F96BD","LED"
"SAMSUNG","LE52F96BDX/XEC","LED"
"SAMSUNG","LS23C65KKC","LED"
"SAMSUNG","LE70F96BD","LED"
"SAMSUNG","LE70F96BDX","LED"
"SAMSUNG","LE46F86BD","CCFL"
"SAMSUNG","LE46F86BDX","CCFL"
"SAMSUNG","LE40F86BD","CCFL"
"SAMSUNG","LE40F86BDX","CCFL"
"SAMSUNG","LE22S86BD","CCFL"
"SAMSUNG","LE22S86BDX/XEC","CCFL"
"SAMSUNG","LS23C65KKS/EN","LED"
"SAMSUNG","S23C650K","LED"
"SAMSUNG","PS50C6HD",NULL
"SAMSUNG","PS50C6HDX",NULL
"SAMSUNG","LE37F86BD","CCFL"
"SAMSUNG","LE37F86BDX","CCFL"
"SAMSUNG","LE52F86BD","CCFL"
"SAMSUNG","LE52F86BDX","CCFL"
"SAMSUNG","LS24C300HS/EN","LED"
"SAMSUNG","S24C300H","LED"
"SAMSUNG","LT23C350EW/EN","LED"
"SAMSUNG","T23C350EW","LED"
"SAMSUNG","LE46F96BD","LED"
"SAMSUNG","LE46F96BDX","LED"
"SAMSUNG","LE40F96BD","LED"
"SAMSUNG","LE40F96BDX","LED"
"SAMSUNG","UE50KU6000","LED"
"SAMSUNG","UE 50KU6000 KXZF","LED"
"SAMSUNG","PS58P96FD",NULL
"SAMSUNG","PS58P96FDX",NULL
"SAMSUNG","LE20S81B","CCFL"
"SAMSUNG","LE20S81BX","CCFL"
"SAMSUNG","UE50KU6000KXZF","LED"
"SAMSUNG","UE60KU6000","LED"
"SAMSUNG","UE 60KU6000 KXZF","LED"
"SAMSUNG","PS42C67HD",NULL
"SAMSUNG","PS42C67HDX",NULL
"SAMSUNG","PS50C67HD",NULL
"SAMSUNG","PS50C67HDX",NULL
"SAMSUNG","LS24C550ML/EN","LED"
"SAMSUNG","S24C550ML","LED"
"SAMSUNG","UE60KU6000KXZF","LED"
"SAMSUNG","UE65KU6000","LED"
"SAMSUNG","LT27C350EW/EN","LED"
"SAMSUNG","LE22S81B","CCFL"
"SAMSUNG","LE22S81BX","CCFL"
"SAMSUNG","LT27C350EW/XE","LED"
"SAMSUNG","T27C350EW","LED"
"SAMSUNG","LS24C550VL/EN","LED"
"SAMSUNG","S24C550VL","LED"
"SAMSUNG","UE 65KU6000 KXZF","LED"
"SAMSUNG","UE65KU6000KXZF","LED"
"SAMSUNG","LS19C150FS/EN","LED"
"SAMSUNG","S19C150F","LED"
"SAMSUNG","LS20C300BL/EN","LED"
"SAMSUNG","S20C300BL","LED"
"SAMSUNG","LS22C150NS/EN","LED"
"SAMSUNG","S22C150N","LED"
"SAMSUNG","LT24C350EW/EN","LED"
"SAMSUNG","T24C350EW","LED"
"SAMSUNG","LT22C350EW/EN","LED"
"SAMSUNG","T22C350EW","LED"
"SAMSUNG","LT24C300EWZ/EN","LED"
"SAMSUNG","LT24C300EW/EN","LED"
"SAMSUNG","T24C300EW","LED"
"SAMSUNG","LS27C570HS/EN","LED"
"SAMSUNG","S27C570H","LED"
"SAMSUNG","LS24C350HS/EN","LED"
"SAMSUNG","S24C350H","LED"
"SAMSUNG","PS42C77HD",NULL
"SAMSUNG","LS23C350HS/EN","LED"
"SAMSUNG","S23C350H","LED"
"SAMSUNG","LT19C300EW/EN","LED"
"SAMSUNG","T19C300EW","LED"
"SAMSUNG","PS42C6HD",NULL
"SAMSUNG","PS42C6HDX",NULL
"SAMSUNG","LT22C300EW/XE","LED"
"SAMSUNG","LT22C300EW/EN","LED"
"SAMSUNG","T22C300EW","LED"
"SAMSUNG","LS22C570HS/EN","LED"
"SAMSUNG","S22C570H","LED"
"SAMSUNG","LS22C300BS/EN","LED"
"SAMSUNG","S22C300B","LED"
"SAMSUNG","LS23C550HS/EN","LED"
"SAMSUNG","S23C550H","LED"
"SAMSUNG","LS24C570HL/EN","LED"
"SAMSUNG","S24C570HL","LED"
"SAMSUNG","LS24C750PS/EN","LED"
"SAMSUNG","S24C750P","LED"
"SAMSUNG","LS22C350HS/EN","LED"
"SAMSUNG","S22C350H","LED"
"SAMSUNG","UE40B8000","LED"
"SAMSUNG","LS27C350HS/EN","LED"
"SAMSUNG","S27C350H","LED"
"SAMSUNG","UE32J4510AWXXC","LED"
"SAMSUNG","UE40JU6485UXZG","LED"
"SAMSUNG","UE24H4003AWXBT","LED"
"SAMSUNG","UE55KU6640","LED"
"SAMSUNG","UE 55KU6640 UXZF","LED"
"SAMSUNG","UE55KU6640UXZF","LED"
"SAMSUNG","LS19MJSTSE/EDC","CCFL"
"SAMSUNG","UE32K5500","LED"
"SAMSUNG","UE 32K5500 AKXZF","LED"
"SAMSUNG","UE32K5500AKXZF","LED"
"SAMSUNG","LS22C300HS/EN","LED"
"SAMSUNG","S22C300H","LED"
"SAMSUNG","LE40A557","CCFL"
"SAMSUNG","LE40A557P2FXXC","CCFL"
"SAMSUNG","LE46A756","CCFL"
"SAMSUNG","LE46A756R1MXXC","CCFL"
"SAMSUNG","PS42A466",NULL
"SAMSUNG","PS42A466P2MMXZF",NULL
"SAMSUNG","LE40A656","CCFL"
"SAMSUNG","LE40A656A1FXXC","CCFL"
"SAMSUNG","LE46A656","CCFL"
"SAMSUNG","LE46A656A1FXXC","CCFL"
"SAMSUNG","LE52A656","CCFL"
"SAMSUNG","LE52A656A1FXXC","CCFL"
"SAMSUNG","LE37A656","CCFL"
"SAMSUNG","LE37A656A1FXXC","CCFL"
"SAMSUNG","LE32A656","CCFL"
"SAMSUNG","LE32A656A1FXXC","CCFL"
"SAMSUNG","LE22A656","CCFL"
"SAMSUNG","LE22A656A1DXXC","CCFL"
"SAMSUNG","LE19A656","CCFL"
"SAMSUNG","LE19A656A1DXXC","CCFL"
"SAMSUNG","LE40A456","CCFL"
"SAMSUNG","LE40A456C2DXXC","CCFL"
"SAMSUNG","LE37A456","CCFL"
"SAMSUNG","LE37A456C2DXXC","CCFL"
"SAMSUNG","LE32A456","CCFL"
"SAMSUNG","LE32A456C2DXXC","CCFL"
"SAMSUNG","LE26A456","CCFL"
"SAMSUNG","LE26A456C2DXXC","CCFL"
"SAMSUNG","LE52A556","CCFL"
"SAMSUNG","LE52A556P1F","CCFL"
"SAMSUNG","LE46A556","CCFL"
"SAMSUNG","LE46A556P1F","CCFL"
"SAMSUNG","LE40A556","CCFL"
"SAMSUNG","LE37A556","CCFL"
"SAMSUNG","LE37A556P1FXXC","CCFL"
"SAMSUNG","LE32A556","CCFL"
"SAMSUNG","LE32A556P1F","CCFL"
"SAMSUNG","LE19A676","CCFL"
"SAMSUNG","LE32A676","CCFL"
"SAMSUNG","LE32A676A1MXZF","CCFL"
"SAMSUNG","LE37A676","CCFL"
"SAMSUNG","LE37A676A1XXC","CCFL"
"SAMSUNG","LE40A676","CCFL"
"SAMSUNG","LE40A676A1XXC","CCFL"
"SAMSUNG","LE46A676","CCFL"
"SAMSUNG","LE46A676A1","CCFL"
"SAMSUNG","LE52A676","CCFL"
"SAMSUNG","LE52A676A1XXC","CCFL"
"SAMSUNG","LE26A466","CCFL"
"SAMSUNG","LE26A466C2MXZF","CCFL"
"SAMSUNG","LE32A466","CCFL"
"SAMSUNG","LE32A466C2MXZF","CCFL"
"SAMSUNG","LE37A466","CCFL"
"SAMSUNG","LE37A466C2MXZF","CCFL"
"SAMSUNG","LE40A466","CCFL"
"SAMSUNG","LE40A466C2MXZF","CCFL"
"SAMSUNG","LE32A568","CCFL"
"SAMSUNG","LE32A568P3MXZF","CCFL"
"SAMSUNG","LE37A568","CCFL"
"SAMSUNG","LE37A568P3MXZF","CCFL"
"SAMSUNG","LE40A568","CCFL"
"SAMSUNG","LE40A568P3MXZF","CCFL"
"SAMSUNG","LE46A568","CCFL"
"SAMSUNG","LE46A568P3MXZF","CCFL"
"SAMSUNG","LE52A568","CCFL"
"SAMSUNG","LE52A568P3MXZF","CCFL"
"SAMSUNG","LE40A455","CCFL"
"SAMSUNG","LE40A455C1D","CCFL"
"SAMSUNG","LE32A455","CCFL"
"SAMSUNG","LE32A455C1DXXC","CCFL"
"SAMSUNG","LE22A455","CCFL"
"SAMSUNG","LE22A455C1DXXC","CCFL"
"SAMSUNG","LE40A436","CCFL"
"SAMSUNG","LE40A436T1D","CCFL"
"SAMSUNG","LE37A436","CCFL"
"SAMSUNG","LE32A436","CCFL"
"SAMSUNG","LE32A436T1DXXC","CCFL"
"SAMSUNG","PS42A456",NULL
"SAMSUNG","PS42A456P2D",NULL
"SAMSUNG","UE40K5500","LED"
"SAMSUNG","LE32A559","CCFL"
"SAMSUNG","LE37A559","CCFL"
"SAMSUNG","LE37A559P4FXXC","CCFL"
"SAMSUNG","LE40A559","CCFL"
"SAMSUNG","LE46A559","CCFL"
"SAMSUNG","LE52A559","CCFL"
"SAMSUNG","LE32A569","CCFL"
"SAMSUNG","LE37A569","CCFL"
"SAMSUNG","LE40A569","CCFL"
"SAMSUNG","LE46A569","CCFL"
"SAMSUNG","LE52A569","CCFL"
"SAMSUNG","PS50A456",NULL
"SAMSUNG","PS50A456P2D",NULL
"SAMSUNG","LS27C45UDS/EN","LED"
"SAMSUNG","S27C450D","LED"
"SAMSUNG","UE 40K5500 AKXZF","LED"
"SAMSUNG","UE40K5500AKXZF","LED"
"SAMSUNG","LE32A558","CCFL"
"SAMSUNG","LE32A558P3FXXC","CCFL"
"SAMSUNG","LE37A558","CCFL"
"SAMSUNG","LE37A558P3FXXC","CCFL"
"SAMSUNG","LE40A558","CCFL"
"SAMSUNG","LE40A558P3FXXC","CCFL"
"SAMSUNG","LE52A558","CCFL"
"SAMSUNG","LE52A558P3F","CCFL"
"SAMSUNG","LE46A558","CCFL"
"SAMSUNG","PS50A466",NULL
"SAMSUNG","PS50A466P2",NULL
"SAMSUNG","PS50A566",NULL
"SAMSUNG","PS50A566S2MXZF",NULL
"SAMSUNG","LS22B350TS/EN","LED"
"SAMSUNG","S22B350T","LED"
"SAMSUNG","LE26A457","CCFL"
"SAMSUNG","LE32A457","CCFL"
"SAMSUNG","LE32A457C1D","CCFL"
"SAMSUNG","LE37A457","CCFL"
"SAMSUNG","LE37A457C1DXXC","CCFL"
"SAMSUNG","LE40A457","CCFL"
"SAMSUNG","LE40A457C1D","CCFL"
"SAMSUNG","PS42A457",NULL
"SAMSUNG","PS50A457",NULL
"SAMSUNG","LE26A465","CCFL"
"SAMSUNG","LE32A465","CCFL"
"SAMSUNG","LE32A465C1MXZF","CCFL"
"SAMSUNG","LE37A465","CCFL"
"SAMSUNG","LE40A465","CCFL"
"SAMSUNG","LE40A465C1MXZF","CCFL"
"SAMSUNG","LT27B551EWV/EN","LED"
"SAMSUNG","LE40A467","CCFL"
"SAMSUNG","LE26A467","CCFL"
"SAMSUNG","LE32A467","CCFL"
"SAMSUNG","LE37A467","CCFL"
"SAMSUNG","T27B551EW","LED"
"SAMSUNG","LS23B350BS/EN","LED"
"SAMSUNG","S23B350B","LED"
"SAMSUNG","PS50A567",NULL
"SAMSUNG","PS50A567S3M",NULL
"SAMSUNG","PS50A556",NULL
"SAMSUNG","PS50A556S2FXXC",NULL
"SAMSUNG","UE49K5500","LED"
"SAMSUNG","UE 49K5500 AKXZF","LED"
"SAMSUNG","UE49K5500AKXZF","LED"
"SAMSUNG","SyncMaster 710N","CCFL"
"SAMSUNG","SyncMaster 913BM","CCFL"
"SAMSUNG","LE32A437","CCFL"
"SAMSUNG","LE32A437ZF","CCFL"
"SAMSUNG","LE40A437","CCFL"
"SAMSUNG","LE40A437T2D","CCFL"
"SAMSUNG","LE22B350","CCFL"
"SAMSUNG","LE22B350F2WXZG","CCFL"
"SAMSUNG","LE37A437","CCFL"
"SAMSUNG","LE37A437T2DXXC","CCFL"
"SAMSUNG","LS19C45KBR/EN","LED"
"SAMSUNG","S19C450BR","LED"
"SAMSUNG","LE40A756","CCFL"
"SAMSUNG","LE40A756R1MXXC","CCFL"
"SAMSUNG","LE52A756","CCFL"
"SAMSUNG","LE52A756R1MXXC","CCFL"
"SAMSUNG","LE40A766","CCFL"
"SAMSUNG","LE46A766","CCFL"
"SAMSUNG","LE52A766","CCFL"
"SAMSUNG","UE32K5100","LED"
"SAMSUNG","UE 32K5100 AWXZF","LED"
"SAMSUNG","UE32K5100AWXZF","LED"
"SAMSUNG","LE32A577","CCFL"
"SAMSUNG","LE37A577","CCFL"
"SAMSUNG","LE37A577P2MXZF","CCFL"
"SAMSUNG","LE40A577","CCFL"
"SAMSUNG","LE52A577","CCFL"
"SAMSUNG","LE32A566","CCFL"
"SAMSUNG","LE37A566","CCFL"
"SAMSUNG","LE40A566","CCFL"
"SAMSUNG","LE46A566","CCFL"
"SAMSUNG","LE52A566","CCFL"
"SAMSUNG","LE52A566P1M","CCFL"
"SAMSUNG","LE46A577","CCFL"
"SAMSUNG","LE52A557","CCFL"
"SAMSUNG","LE52A557P2FXXC","CCFL"
"SAMSUNG","UE32K5600","LED"
"SAMSUNG","LE26A336","CCFL"
"SAMSUNG","LE26A336J1D","CCFL"
"SAMSUNG","LE32A336","CCFL"
"SAMSUNG","LE32A336J1D","CCFL"
"SAMSUNG","LE37A336","CCFL"
"SAMSUNG","LE37A336J1D","CCFL"
"SAMSUNG","LE40A336","CCFL"
"SAMSUNG","LE40A336J1D","CCFL"
"SAMSUNG","LE37A626","CCFL"
"SAMSUNG","LE37A626A3MXZF","CCFL"
"SAMSUNG","UE 32K5600 AKXZF","LED"
"SAMSUNG","LE40A626","CCFL"
"SAMSUNG","LE40A626A3MXZF","CCFL"
"SAMSUNG","PS42A467",NULL
"SAMSUNG","PS50A467",NULL
"SAMSUNG","LE40A616","CCFL"
"SAMSUNG","LE40A616A3FXXC","CCFL"
"SAMSUNG","UE32K5600AKXZF","LED"
"SAMSUNG","UE40K5600","LED"
"SAMSUNG","UE 40K5600 AKXZF","LED"
"SAMSUNG","UE40K5600AKXZF","LED"
"SAMSUNG","UE110S9","LED"
"SAMSUNG","PS50A756",NULL
"SAMSUNG","PS50A756T1MXXC",NULL
"SAMSUNG","PS50A766",NULL
"SAMSUNG","LE46A956","LED"
"SAMSUNG","LE46A956D1MXXC","LED"
"SAMSUNG","LE46A966","LED"
"SAMSUNG","LE55A956","LED"
"SAMSUNG","LE55A956D1MXXC","LED"
"SAMSUNG","LE55A966","LED"
"SAMSUNG","LE40A786","LED"
"SAMSUNG","LE46A786","LED"
"SAMSUNG","LS27C750PS/EN","LED"
"SAMSUNG","S27C750P","LED"
"SAMSUNG","PS50A676",NULL
"SAMSUNG","PS50A676T1MXZF",NULL
"SAMSUNG","LE46A686","CCFL"
"SAMSUNG","LE46A686A1FXXC","CCFL"
"SAMSUNG","LE40A686","CCFL"
"SAMSUNG","LE40A686A1FXXC","CCFL"
"SAMSUNG","LE37A686","CCFL"
"SAMSUNG","LE37A686A1FXXC","CCFL"
"SAMSUNG","LE46A696","CCFL"
"SAMSUNG","LE46A696A1","CCFL"
"SAMSUNG","LE37A696","CCFL"
"SAMSUNG","LE37A696A1XXC","CCFL"
"SAMSUNG","LE40A696","CCFL"
"SAMSUNG","LE40A696A1XXC","CCFL"
"SAMSUNG","PS50A656",NULL
"SAMSUNG","PS50A656T",NULL
"SAMSUNG","PS63A756",NULL
"SAMSUNG","PS63A756T1MXXC",NULL
"SAMSUNG","LS24C770TS/EN","LED"
"SAMSUNG","LE40A796","LED"
"SAMSUNG","LE40A796R2MXZF","LED"
"SAMSUNG","LE46A796","LED"
"SAMSUNG","LE46A796R2MXZF","LED"
"SAMSUNG","LE40A856","CCFL"
"SAMSUNG","LE40A856S1MXXC","CCFL"
"SAMSUNG","LE46A856","CCFL"
"SAMSUNG","LE46A856S1MXXC","CCFL"
"SAMSUNG","LE52A856","CCFL"
"SAMSUNG","LE52A856S1MXXC","CCFL"
"SAMSUNG","LE40A866","CCFL"
"SAMSUNG","LE46A866","CCFL"
"SAMSUNG","LE52A866","CCFL"
"SAMSUNG","S24C770","LED"
"SAMSUNG","S24C770T","LED"
"SAMSUNG","LE32A557","CCFL"
"SAMSUNG","LS22C20KNY/EN","LED"
"SAMSUNG","S22C200NY","LED"
"SAMSUNG","LE37A557","CCFL"
"SAMSUNG","LE37A557P2FXXC","CCFL"
"SAMSUNG","LS24C45KBSV/EN","LED"
"SAMSUNG","LS24C45KBS/EN","LED"
"SAMSUNG","S24C450B","LED"
"SAMSUNG","LS24C45ZMSV/EN","LED"
"SAMSUNG","LS24C45KMSV/EN","LED"
"SAMSUNG","LS24C45KMS/EN","LED"
"SAMSUNG","S24C450M","LED"
"SAMSUNG","LS27B971DS/EN","LED"
"SAMSUNG","S27B971D","LED"
"SAMSUNG","LS23C65UDC/EN","LED"
"SAMSUNG","LE37B551","CCFL"
"SAMSUNG","LE37B551A6","CCFL"
"SAMSUNG","LE32A756","CCFL"
"SAMSUNG","LE32A756R1FXXC","CCFL"
"SAMSUNG","PS58A656",NULL
"SAMSUNG","PS58A656T1FXXC",NULL
"SAMSUNG","LE26A346","CCFL"
"SAMSUNG","PS50A476",NULL
"SAMSUNG","PS42A416",NULL
"SAMSUNG","PS42A416C1D/XXC",NULL
"SAMSUNG","PS50A416",NULL
"SAMSUNG","PS50A416C1D/XXC",NULL
"SAMSUNG","LE46A557","CCFL"
"SAMSUNG","LE46A557P2FXXC","CCFL"
"SAMSUNG","LS23C65UDS/EN","LED"
"SAMSUNG","S23C650D","LED"
"SAMSUNG","PS58A676",NULL
"SAMSUNG","PS58A676T1MXZF",NULL
"SAMSUNG","LE37A616","CCFL"
"SAMSUNG","LE37A616A3FXXC","CCFL"
"SAMSUNG","LE32B551","CCFL"
"SAMSUNG","LE32B551A6","CCFL"
"SAMSUNG","LS24C20KBL/EN","LED"
"SAMSUNG","S24C200BL","LED"
"SAMSUNG","LS22C65UDC/EN","LED"
"SAMSUNG","LS22C65UDS/EN","LED"
"SAMSUNG","S22C650D","LED"
"SAMSUNG","LS24C65UPCK/EN","LED"
"SAMSUNG","LS24C65UPC/EN","LED"
"SAMSUNG","LS24C65UPL/EN","LED"
"SAMSUNG","S24C650PL","LED"
"SAMSUNG","LS19C20KNS/EN","LED"
"SAMSUNG","S19C200N","LED"
"SAMSUNG","LS27C65UDS/EN","LED"
"SAMSUNG","S27C650D","LED"
"SAMSUNG","LS27C45KBSU/EN","LED"
"SAMSUNG","LS27C45KBS/EN","LED"
"SAMSUNG","LS27C45KBSV/EN","LED"
"SAMSUNG","PS50A557",NULL
"SAMSUNG","PS50A557S3FXXC",NULL
"SAMSUNG","S27C450B","LED"
"SAMSUNG","LE22A457","CCFL"
"SAMSUNG","LE22A457C1DXXC","CCFL"
"SAMSUNG","PS50A426",NULL
"SAMSUNG","PS42A426",NULL
"SAMSUNG","LS19C45KBW/EN","LED"
"SAMSUNG","S19C450BW","LED"
"SAMSUNG","LS22C20KBSZ/EN","LED"
"SAMSUNG","LS22C20KBS/EN","LED"
"SAMSUNG","S22C200B","LED"
"SAMSUNG","LE40A536","CCFL"
"SAMSUNG","LE40A536T1FXXC","CCFL"
"SAMSUNG","LS19C20KNY/EN","LED"
"SAMSUNG","S19C200NY","LED"
"SAMSUNG","LS19C20KNW/EN","LED"
"SAMSUNG","S19C200NW","LED"
"SAMSUNG","LS22C45KBSV/EN","LED"
"SAMSUNG","LS22C45KBS/EN","LED"
"SAMSUNG","S22C450B","LED"
"SAMSUNG","LS22C20KBW/EN","LED"
"SAMSUNG","S22C200BW","LED"
"SAMSUNG","LS19C45KMWV/EN","LED"
"SAMSUNG","LS19C45KMW/EN","LED"
"SAMSUNG","T260MD","CCFL"
"SAMSUNG","LS26TDDSUV/EN","CCFL"
"SAMSUNG","S19C450MW","LED"
"SAMSUNG","LS23C45KBS/EN","LED"
"SAMSUNG","S23C450B","LED"
"SAMSUNG","LS23C45KMS/EN","LED"
"SAMSUNG","S23C450M","LED"
"SAMSUNG","LS24C45KBL/EN","LED"
"SAMSUNG","S24C450BL","LED"
"SAMSUNG","LS24C45UDW/EN","LED"
"SAMSUNG","S24C450DW","LED"
"SAMSUNG","LS24C45KBWV/EN","LED"
"SAMSUNG","LS24C45KBW/EN","LED"
"SAMSUNG","S24C450BW","LED"
"SAMSUNG","LS22C45KBW/EN","LED"
"SAMSUNG","LS22C45KBWV/EN","LED"
"SAMSUNG","S22C450BW","LED"
"SAMSUNG","LS22C45KMWV/EN","LED"
"SAMSUNG","S22C450MW","LED"
"SAMSUNG","LS19C45KMRV/EN","LED"
"SAMSUNG","LS19C45KMR/EN","LED"
"SAMSUNG","S19C450MR","LED"
"SAMSUNG","LS24C45KMWV/EN","LED"
"SAMSUNG","LS24C45KMW/EN","LED"
"SAMSUNG","S24C450MW","LED"
"SAMSUNG","LS24B350TL/EN","LED"
"SAMSUNG","S24B350TL","LED"
"SAMSUNG","LT24B300EEZ/EN","LED"
"SAMSUNG","LT24B300EEC/EN","LED"
"SAMSUNG","LT24B300EE/EN","LED"
"SAMSUNG","UE40B6000","LED"
"SAMSUNG","UE40B6000VWXXC","LED"
"SAMSUNG","UE46B6000","LED"
"SAMSUNG","UE46B6000VWXXC","LED"
"SAMSUNG","UE46B6000VPXZG","LED"
"SAMSUNG","UE40B7000","LED"
"SAMSUNG","UE46B7000","LED"
"SAMSUNG","UE55B7000","LED"
"SAMSUNG","UE46B8000","LED"
"SAMSUNG","UE55B8000","LED"
"SAMSUNG","LE40B750","CCFL"
"SAMSUNG","LE46B750","CCFL"
"SAMSUNG","LE52B750","CCFL"
"SAMSUNG","PS42B430",NULL
"SAMSUNG","PS42B430P2WXXC",NULL
"SAMSUNG","PS50B430",NULL
"SAMSUNG","PS50B430P2WXXC",NULL
"SAMSUNG","PS42B450",NULL
"SAMSUNG","PS42B450B1W",NULL
"SAMSUNG","PS50B450",NULL
"SAMSUNG","PS50B450B1W",NULL
"SAMSUNG","PS50B530",NULL
"SAMSUNG","PS50B530S2W",NULL
"SAMSUNG","PS50B550",NULL
"SAMSUNG","PS50B550T4WXXC",NULL
"SAMSUNG","T24B300EE","LED"
"SAMSUNG","LE37B554","CCFL"
"SAMSUNG","LE40B620","CCFL"
"SAMSUNG","UE32J5100AWXXC","LED"
"SAMSUNG","PS50A558",NULL
"SAMSUNG","LE40B551","CCFL"
"SAMSUNG","LE40B551A6","CCFL"
"SAMSUNG","LE19B541","CCFL"
"SAMSUNG","LE19B541C4WXZG","CCFL"
"SAMSUNG","UE40KU6070","LED"
"SAMSUNG","UE 40KU6070 UXZF","LED"
"SAMSUNG","UE40KU6070UXZF","LED"
"SAMSUNG","UE49K6300","LED"
"SAMSUNG","UE 49K6300 AKXZF","LED"
"SAMSUNG","UE49K6300AKXZF","LED"
"SAMSUNG","UE40K6300","LED"
"SAMSUNG","UE 40K6300 AKXZF","LED"
"SAMSUNG","UE40K6300AKXZF","LED"
"SAMSUNG","LE40C630","CCFL"
